key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-484616549,"Agro-Morphological Traits, Proximate Composition, and Phenotypic Plasticity of Coffea arabica in Contrasting and Very Close Environments in Northern Peru",2025,,,Agronomy,20734395 (ISSN),15,11,,"García, L. and Veneros, J. and Bolaños-Carriel, C. and Guadalupe, G.A. and Garcia, H. and Mori-Zabarburú, R.C. and Chavez, S.G.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105023132411&doi=10.3390%2Fagronomy15112465&partnerID=40&md5=c4453cbed17691911ec7292380e763bc,English,Multidisciplinary Digital Publishing Institute (MDPI),"[""Instituto de Investigación del Desarrollo Sustentable-Ceja de Selva (INDES-CES), Universidad Nacional Toribio Rodríguez de Mendoza (UNTRM), Amazonas, 01001, Peru"", ""Facultad de Ingeniería Zootecnista, Agronegocios y Biotecnología, Universidad Nacional Toribio Rodríguez de Mendoza de Amazonas, Chachapoyas, 01001, Peru"", ""Facultad de Ciencias Agrícolas, Universidad Central del Ecuador, Av. Universitaria, Quito, 170129, Ecuador""]","Coffee is one of Peru’s most important agricultural commodities, and its productivity is highly influenced by environmental variability. This study aimed to evaluate agro-morphological traits, proximate bean composition, and the phenotypic plasticity index (PPI) of Coffea arabica (Catimor variety) cultivated in three neighboring provinces of Piura: Ayabaca, Huancabamba, and Morropón. Unlike previous studies that broadly compare distant regions, this research focuses on geographically close yet climatically contrasting environments, providing new insight into how microclimatic and edaphic variability shape both morphological and chemical traits. A total of 300 plants were sampled, and 12 morphological descriptors were recorded alongside proximate composition analyses of moisture, crude protein, fiber, ash, fat, and carbohydrates. Multivariate approaches, including cluster analysis, multiple correspondence analysis, and Pearson correlations, were applied to determine groupings and trait associations. Results indicated that 12 morphological variables consistently reflected species-specific descriptors, forming two statistical groups, with Morropón showing the greatest homogeneity. Significant differences (p ≤ 0.05) were observed in the proximate composition of most variables, except for crude fiber and carbohydrates. Morropón beans showed the highest fat and moisture values, while Huancabamba had elevated protein and ash levels. Morphological traits exhibited higher plasticity (PPI = 0.70) compared with proximate traits (PPI = 0.21). These findings reveal that even within short spatial distances, coffee plants exhibit marked phenotypic differentiation driven by local environmental factors, offering a novel, fine-scale perspective on trait variability relevant to breeding and adaptation studies under changing climatic conditions. © 2025 by the authors.","Export Date: 08 March 2026; Cited By: 2; Correspondence Address: L. García; Instituto de Investigación del Desarrollo Sustentable-Ceja de Selva (INDES-CES), Universidad Nacional Toribio Rodríguez de Mendoza (UNTRM), Amazonas, 01001, Peru; email: ligia.garcia@untrm.edu.pe | RAYYAN-LABELS: coffee_general",10.3390/agronomy15112465,agro-morphological descriptors;Coffea arabica;phenotypic plasticity;Piura;proximate composition;Peru;Piura [Peru];adaptation;carbohydrate;chemical composition;coffee;fat;genetic differentiation;microclimate;morphology;phenotypic plasticity;protein,,
rayyan-484616602,Effects of geographical origin and post-harvesting processing on the bioactive compounds and sensory quality of Brazilian specialty coffee beans,2024,,,Food Research International,09639969 (ISSN),186,,,"Tieghi, H. and Pereira, L.D.A. and Viana, G.S. and Katchborian-Neto, A. and Santana, D.B. and Mincato, R.L. and Dias, D.F. and Chagas-Paula, D.A. and Soares, M.G. and de Araújo, W.G. and Bueno, P.C.P.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190890635&doi=10.1016%2Fj.foodres.2024.114346&partnerID=40&md5=10f1f27c8a8174ed753d41229bd29ad8,English,Elsevier Ltd,"[""Institute of Chemistry, Federal University of Alfenas. R. Gabriel Monteiro da Silva 700, MG, Alfenas, 37130-001, Brazil"", ""Institute of Natural Sciences, Federal University of Alfenas. R. Gabriel Monteiro da Silva 700, MG, Alfenas, 37130-001, Brazil"", ""Technical Assistance and Rural Extension Company of Minas Gerais State, EMATER-MG, Belo Horizonte/MG, Brazil"", ""Leibniz Institute of Vegetable and Ornamental Crops, IGZ. Theodor-Echermeyer-Weg 1, Großbeeren, 14979, Germany""]","Specialty coffee beans are those produced, processed, and characterized following the highest quality standards, toward delivering a superior final product. Environmental, climatic, genetic, and processing factors greatly influence the green beans’ chemical profile, which reflects on the quality and pricing. The present study focuses on the assessment of eight major health-beneficial bioactive compounds in green coffee beans aiming to underscore the influence of the geographical origin and post-harvesting processing on the quality of the final beverage. For that, we examined the non-volatile chemical profile of specialty Coffea arabica beans from Minas Gerais state, Brazil. It included samples from Cerrado (Savannah), and Matas de Minas and Sul de Minas (Atlantic Forest) regions, produced by two post-harvesting processing practices. Trigonelline, theobromine, theophylline, chlorogenic acid derivatives, caffeine, caffeic acid, ferulic acid, and p-coumaric acid were quantified in the green beans by high-performance liquid chromatography with diode array detection. Additionally, all samples were roasted and subjected to sensory analysis for coffee grading. Principal component analysis suggested that Cerrado samples tended to set apart from the other geographical locations. Those samples also exhibited higher levels of trigonelline as confirmed by two-way ANOVA analysis. Samples subjected to de-pulping processing showed improved chemical composition and sensory score. Those pulped coffees displayed 5.8% more chlorogenic acid derivatives, with an enhancement of 1.5% in the sensory score compared to unprocessed counterparts. Multivariate logistic regression analysis pointed out altitude, ferulic acid, p-coumaric acid, sweetness, and acidity as predictors distinguishing specialty coffee beans obtained by the two post-harvest processing. These findings demonstrate the influence of regional growth conditions and post-harvest treatments on the chemical and sensory quality of coffee. In summary, the present study underscores the value of integrating target metabolite analysis with statistical tools to augment the characterization of specialty coffee beans, offering novel insights for quality assessment with a focus on their bioactive compounds. © 2024 The Author(s)","Export Date: 08 March 2026; Cited By: 23; Correspondence Address: P.C.P. Bueno; Leibniz Institute of Vegetable and Ornamental Crops, Großbeeren, IGZ. Theodor-Echtermeyer-Weg 1, 14979, Germany; email: bueno@igzev.de; CODEN: FORIE | RAYYAN-LABELS: coffee_quality,coffee_processing",10.1016/j.foodres.2024.114346,"Coffea arabica;HPLC-UV-DAD;Multivariate data analysis;Specialty coffee;Alkaloids;Brazil;Chromatography, High Pressure Liquid;Coffea;Coffee;Food Handling;Humans;Principal Component Analysis;Seeds;Taste;Coffee;Forestry;Grading;Harvesting;High performance liquid chromatography;Metabolites;Principal component analysis;Quality control;Sensory analysis;Statistical mechanics;alkaloid;trigonelline;Bioactive compounds;Coffea arabica;Coffee beans;Geographical origins;HPLC-UV;HPLC-UV-DAD;Multivariate data analysis;Post harvesting;Sensory qualities;Specialty coffee;Brazil;chemistry;Coffea;coffee;food handling;high performance liquid chromatography;human;plant seed;principal component analysis;procedures;taste;Multivariant analysis",,
rayyan-484616610,"Unveiling the Impact of Infrared Drying on the Quality of Coffee Leaves: A Comprehensive Analysis of Physicochemical Indices, Antioxidant Potential, Maillard Reaction Products, and Aroma Profile",2025,,,Journal of Food Science,00221147 (ISSN),90,7,,"Huang, Y. and Sun, Y. and Cao, Q. and Chen, D. and He, R. and Chen, X.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010700601&doi=10.1111%2F1750-3841.70400&partnerID=40&md5=87a3d3f2933e68fc0bf236892e8ab3ce,English,John Wiley and Sons Inc,"[""School of Food and Biological Engineering, Jiangsu University, Jiangsu, Zhenjiang, China"", ""Institute of Food Physical Processing, Jiangsu University, Jiangsu, Zhenjiang, China"", ""International Joint Research Laboratory of Intelligent Agriculture and Agri-products Processing, Jiangsu University, Jiangsu, Zhenjiang, China""]","ABSTRACT: Coffee leaves, known for their health-promoting phytochemicals, have emerged as a potential functional tea ingredient. However, the effect of infrared drying (IFD) on its properties and sensory quality remains unexplored, limiting its industrial utilization. This study systematically elucidated the impact of IFD on drying kinetics, chemical compositions, Maillard reaction products (MRPs), flavor formation, and sensory characteristics of coffee leaves. IFD significantly reduced drying time by more than 50% and decreased protein loss by more than 5.79% compared to hot-air drying, while increasing total phenolic content (27.86% increase at 1300 W) and antioxidant activity (more than 50% increase). However, IFD resulted in higher levels of 5-hydroxymethylfurfural and α-dicarbonyl intermediates (glyoxal and methylglyoxal) compared to freeze-drying. Volatile analysis using HS-SPME-GC-MS revealed distinct aroma profiles: freeze-dried leaves showed a grassy aroma primarily characterized by hexanal, whereas IFD generated a more fruity-floral aroma with elevated levels of (E)-2-hexen-1-ol, octanal, and thermally derived pyrazine/pyridine. Key flavor markers such as 2,3-pentanedione and 6-methyl-5-hepten-2-one were uniquely elevated in IFD blades. The sensory evaluation confirmed that IFD-processed tea leaves received a score of 71.18 ± 3.04 and were characterized by a black tea-like flavor with caramel and fermented undertones. These findings suggest IFD as a time- and energy-efficient method to produce coffee leaf tea with dual advantages: (1) enhanced retention of bioactive compounds and (2) targeted generation of consumer-desired sensory attributes through controlled MRPs. These findings establish a scientific basis for scaling up IFD processing, offering the tea industry a sustainable approach to valorizing coffee leaves into value-added functional products. Practical Application: Infrared drying offers coffee leaf tea producers a faster, energy-saving method to create flavorful functional teas. It enhances antioxidant activity while developing appealing caramel and fruity notes similar to black tea, providing consumers with a nutritious beverage option. This technique enables sustainable upcycling of coffee leaves into premium tea products with consistent quality for commercial markets. © 2025 Institute of Food Technologists.","Export Date: 08 March 2026; Cited By: 0; Correspondence Address: X. Chen; School of Food and Biological Engineering, Jiangsu University, Zhenjiang, Jiangsu, China; email: xmchen@ujs.edu.cn; CODEN: JFDSA | RAYYAN-LABELS: coffee_quality,mechanical_drying,coffee_drying_stage",10.1111/1750-3841.70400,aroma;coffee leaf;electronic nose;gas chromatography;infrared drying;Maillard reaction;Antioxidants;Coffee;Desiccation;Food Handling;Humans;Maillard Reaction;Odorants;Plant Leaves;Taste;Volatile Organic Compounds;antioxidant;fragrance;volatile organic compound;chemistry;coffee;desiccation;food handling;glycation;human;plant leaf;procedures;taste,,
rayyan-484616689,"Molecular Identification, Phytochemical Profiling, and Organoleptic Evaluation of Arabica Coffee (Coffea arabica) from Timor Leste",2025,,,Tropical Journal of Natural Product Research,26160684 (ISSN),9,8,3749-3756,"Jesus, J.A.D. and Wirawan, I.G.P. and Suada, I.K. and Kartini, N.L. and Wijaya, I.N. and Dwiyani, R. and Darmawati, I.A.P. and Trigunasih, N.M. and Dewi, N.K.E.S.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105015369936&doi=10.26538%2Ftjnpr%2Fv9i8.34&partnerID=40&md5=fcf5c14a46e27d45c45f440f2b208014,English,"Faculty of Pharmacy, University of Benin","[""Doctoral Study Program in Agricultural Sciences, Udayana University, Bali, Denpasar, Indonesia"", ""Faculty of Agriculture, Udayana University, Bali, Denpasar, Indonesia"", ""Plant Protection Department, Faculty of Agriculture, Lampung University, Bandar Lampung, Lampung, Indonesia""]","Arabica coffee is the oldest coffee species cultivated in Timor-Leste and is distributed from midland to highland regions. Alongside Arabica, several cultivars such as Catimor, Hibrido de Timor (HdT), and Kartika have been traditionally grown, often mixed within the same plots, leading to new genotypes with unique phenotypes. Accurate identification and characterization of Arabica coffee thus require combined morphological, molecular, and phytochemical analyses. This study involved morphological characterization, molecular identification using matK and rbcL primers, phytochemical profiling by GC-MS, and antioxidant activity assessment via the DPPH method. The organoleptic evaluation was also conducted through hedonic testing. Molecular analysis with matK primers showed that all four samples were genetically closest to Coffea arabica and Coffea eugenioides, while rbcL analysis indicated the Ainaro sample's closest similarity to Coffea environmental. Phytochemical analysis revealed the presence of caffeine, linoleic acid, and eicosadienoic acid in all samples. Antioxidant compounds such as phenols, flavonoids, and tannins were detected across samples, with the highest antioxidant capacity found in the Ermera sample (3616.26 mg/L GAEAC). The Aileu sample demonstrated the most potent free radical scavenging activity, with the lowest IC₅₀ value (68.38 ppm). Organoleptic testing highlighted Ermera coffee's superior color, taste, and aroma, with 67% of panelists rating it as very good. These findings contribute to the comprehensive profiling and quality assessment of Arabica coffee cultivars in Timor-Leste. © 2025 Jesus et al.","Export Date: 08 March 2026; Cited By: 0; Correspondence Address: N.K.E.S. Dewi; Plant Protection Department, Faculty of Agriculture, Lampung University, Bandar Lampung, Lampung, Indonesia; email: emisintha@fp.unila.ac.id | RAYYAN-LABELS: coffee_general",10.26538/tjnpr/v9i8.34,Arabica coffee;Molecular identification;Organoleptic;Phytochemical;linoleic acid;phytochemical;antioxidant activity;Article;Coffea arabica;cupric reducing antioxidant capacity;DNA extraction;DPPH radical scavenging assay;electrophoresis;free radical scavenging assay;genetic analysis;genetic variability;genotype;IC50;mass fragmentography;molecular identification;morphology;nonhuman;organoleptic property;physical chemistry;plant development;plant leaf;plant shading;polymerase chain reaction;principal component analysis;Timor-Leste,,
rayyan-484616724,"A Comparative Study of Phenolic Compounds, and the Antioxidant Properties of Arabica Coffee Beans (Coffea arabica) and Robusta Coffee Beans (Coffea canephora) and Their By-Products",2025,,,Tropical Journal of Natural Product Research,26160684 (ISSN),9,8,3568-3580,"Himri, C. and Belkhiri, C. and Azizi, S.E. and Loukili, E.H. and Rahhou, I. and Legssyer, M. and Legssyer, B.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105023320893&doi=10.26538%2Ftjnpr%2Fv9i8.17&partnerID=40&md5=f63da29dd1d63d2132979777d3a5ea8d,English,"Faculty of Pharmacy, University of Benin","[""Laboratory for Agricultural Production Improvement, Biotechnology and Environment, Mohammed First University, Oujda, Morocco"", ""Higher Institute of Nursing Professions and Health Techniques (ISPITSO), Oujda, Morocco"", ""Euromed University of Fes, UMEF, Fes, Morocco"", ""Biology, Environment, and Sustainable Development Laboratory, Higher School of Teachers (ENS), Abdelmalek Essaadi University, Tetouan, Morocco""]","Coffee, the second most consumed beverage in the world produces considerable quantities of coffee grounds, a brewing by-product that has a considerable impact on the environment. this study, the chemical composition and antioxidant properties of Arabica and Robusta coffee varieties and their coffee grounds were compared. Extracts were prepared by aqueous and hydroalcoholic maceration, and analyzed for total and reducing sugars, proteins, polyphenols, flavonoids, tannins, and antioxidant activity. the analysis revealed significant disparities between the samples. Robusta SCGs had the highest total sugar content (111.92 ± 0.95 mg Glu/g DW), while Arabica SCG contained higher levels of reducing sugars and proteins (24.65 ± 0.39 mg Glu/g DW and 85.81 ± 1.54 mg BSA/g DW, respectively). Robusta and its SCGs were particularly rich in polyphenols (CR-H = 342.73 ± 11.40; SCGR-H = 275.66 ± 0.54 mg GAE/g DW), flavonoids, and tannins. Antioxidant tests confirmed Robusta SCG’s superior activity with TAC (460.8 ± 8.5 mMAAE/g), FRAP (0.236 ± 0.01 mg/mL), and DPPH radical scavenging (IC50 = 0.115 ± 0.00 mg/mL). further HPLC-DAD analysis revealed distinct phenolic profiles, Robusta SCG being enriched in hydroxybenzoic acids and flavonol glycosides such as rutin and quercetin-3-O-glucoside. These results indicate the viability of spent coffee grounds, particularly Robusta coffee, as a sustainable source of valuable bioactive compounds that possess substantial antioxidant properties. © 2025 Himri et al.","Export Date: 08 March 2026; Cited By: 1; Correspondence Address: C. Himri; Laboratory for Agricultural Production Improvement, Biotechnology and Environment, Mohammed First University, Oujda, Morocco; email: ch.himri@ump.ac.ma | RAYYAN-LABELS: coffee_general",10.26538/tjnpr/v9i8.17,"antioxidant activity;High-Performance Liquid Chromatography;primary metabolites;secondary metabolites;Spent coffee grounds;1,1 diphenyl 2 picrylhydrazyl;antioxidant;Arabica Coffee Beans extract;flavonoid;hydroxybenzoic acid;hydroxybenzoic acid derivative;phenol derivative;plant extract;polyphenol;quercetin;Robusta Coffee Beans extract;rutoside;tannin;unclassified drug;antioxidant activity;Arabica Coffee Beans;Article;coffee;comparative study;DPPH radical scavenging assay;ferric reducing antioxidant power assay;high performance liquid chromatography;metabolite;nonhuman;oxidative stress;Robusta Coffee Beans;spectrophotometry",,
rayyan-484616768,"Evaluation of the impact of different drying methods on the phenolic compounds, antioxidant activity, and in vitro digestion of green coffee beans",2019,,,Food Science and Nutrition,20487177 (ISSN),7,3,1084-1095,"Cheng, K. and Dong, W. and Long, Y. and Zhao, J. and Hu, R. and Zhang, Y. and Zhu, K.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063000260&doi=10.1002%2Ffsn3.948&partnerID=40&md5=a3749563c5b7124df3e755a5ce49f4aa,English,Wiley-Blackwell,"[""Spice and Beverage Research Institute, Chinese Academy of Tropical Agricultural Sciences, Wanning, China"", ""College of Food Science and Technology, Huazhong Agricultural University, Wuhan, China"", ""Tropical Crops Genetic Resources Institute, Chinese Academy of Tropical Agricultural Sciences, Danzhou, China""]","We investigated the effects of different drying methods (room temperature drying, heat pump drying, freeze drying, microwave vacuum drying [MVD], and combined microwave power vacuum drying) on the active ingredients of green coffee beans. We specifically focused on eleven phenolic acids, total phenolic content (TPC), total flavonoid content, antioxidant activity, polyphenol oxidase (PPO), the inhibition of linoleic acid peroxidation (LPO), and enzyme activity, and the bio-accessibility in vitro and bioavailability of phenolics and antioxidant activities were also evaluated. MVD-treated beans had the lowest PPO activity and the highest contents of 5-caffeoylquinic acid (1.39 g/100 g DW), 3-feruloylquinic acid (0.25 g/100 g DW), 4-feruloylquinic acid (0.25 g/100 g DW), 5-feruloylquinic acid (1.52 g/100 g DW), and TPC (5.98 g GAE/100 g DW), and the highest antioxidant activity. MVD was the least time-consuming (0.63 hr/kg) and energy-consuming (1.88 kwh/kg) method. Moreover, the strongest inhibition of LPO and α-glucosidase was observed in MVD-treated beans. Thus, MVD is suggested to be the most suitable drying technique for the preservation of phenolic compounds and bioactivities of green coffee beans. © 2019 The Authors. Food Science & Nutrition published by Wiley Periodicals, Inc.","Export Date: 08 March 2026; Cited By: 55; Correspondence Address: W. Dong; Spice and Beverage Research Institute, Chinese Academy of Tropical Agricultural Sciences, Wanning, China; email: dongwenjiang.123@163.com | RAYYAN-LABELS: coffee_quality,heat_pump_drying,mechanical_drying,coffee_drying_stage",10.1002/fsn3.948,antioxidant activity;coffee beans;drying methods;in vitro digestion;phenolics,,
rayyan-484616797,Chemical and Biological Characterization of Green and Processed Coffee Beans from Coffea arabica Varieties,2023,,,Molecules,14203049 (ISSN),28,12,,"Gallardo-Ignacio, J. and Santibáñez, A. and Oropeza-Mariano, O. and Salazar, R. and Montiel-Ruiz, R.M. and Cabrera-Hilerio, S. and Gonzáles-Cortazar, M. and Cruz-Sosa, F. and Nicasio-Torres, P.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163966242&doi=10.3390%2Fmolecules28124685&partnerID=40&md5=1597ca81082057d9ff4114ea350cd835,English,MDPI,"[""Departamento de Biotecnología, Universidad Autónoma Metropolitana-Iztapalapa, Av. Ferrocarril de San Rafael Atlixco No. 186, Col. Leyes de Reforma 1ª Sección, Mexico City, Iztapalapa, 09310, Mexico"", ""Centro de Investigación Biomédica del Sur, Instituto Mexicano del Seguro Social (CIBIS-IMSS), Argentina No. 1 Col Centro, Xochitepec, 62790, Mexico"", ""Cafeticultores Mephaa de la Montaña, Paraje Montero, Malinaltepec, 41500, Mexico"", ""Consejo Nacional de Humanidades, Ciencia y Tecnología (CONAHCyT), CONACYT, Laboratorio de Bromatología y Tecnología de Alimentos Universidad Autónoma de Guerrero, Av. Lázaro Cárdenas S/N, Chilpancingo de los Bravo, 39086, Mexico"", ""Laboratorio de Bromatología, Facultad de Ciencias Químicas, Benemérita Universidad Autónoma de Puebla, Av. San Claudio S/N Ciudad Universitaria, Puebla, 72000, Mexico""]","Coffee is one of the most consumed beverages in the world; its production is based mainly on varieties of the Coffea arabica species. Mexico stands out for its specialty and organic coffee. In Guerrero, the production is done by small indigenous community cooperatives that market their product as raw material. Official Mexico Standards stipulate the requirements for its commercialization within the national territory. In this work, the physical, chemical, and biological characterizations of green, medium, and dark roasted beans from C. arabica varieties were carried out. Analysis by HPLC showed higher chlorogenic acid (55 mg/g) and caffeine (1.8 mg/g) contents in the green beans of the Bourbon and Oro Azteca varieties. The caffeine (3.88 mg/g) and melanoidin (97 and 29 mg/g) contents increased according to the level of roasting; a dissimilar effect was found in the chlorogenic acid content (14.5 mg/g). The adequate nutritional content and the sensory evaluation allowed the classification of dark-roasted coffee as premium coffee (84.25 points) and medium-roasted coffee as specialty coffee (86.25 points). The roasted coffees presented antioxidant activity without cytotoxic effects; the presence of CGA and caffeine supports the beneficial effects of drinking coffee. The results obtained will serve as a basis for making decisions on improvements to the coffees analyzed. © 2023 by the authors.","Export Date: 08 March 2026; Cited By: 19; Correspondence Address: F. Cruz-Sosa; Departamento de Biotecnología, Universidad Autónoma Metropolitana-Iztapalapa, Iztapalapa, Av. Ferrocarril de San Rafael Atlixco No. 186, Col. Leyes de Reforma 1ª Sección, Mexico City, 09310, Mexico; email: cuhp@xanum.uam.mx; P. Nicasio-Torres; Centro de Investigación Biomédica del Sur, Instituto Mexicano del Seguro Social (CIBIS-IMSS), Xochitepec, Argentina No. 1 Col Centro, 62790, Mexico; email: pisaliva@yahoo.com.mx; CODEN: MOLEF | RAYYAN-LABELS: coffee_general",10.3390/molecules28124685,antioxidant;C. arabica beans;caffeine;chlorogenic acid;cytotoxicity;melanoidins;Caffeine;Chlorogenic Acid;Coffea;Plant Extracts;Seeds;caffeine;chlorogenic acid;plant extract;chemistry;Coffea;plant seed,,
rayyan-484616819,"Coffee bean processing: Emerging methods and their effects on chemical, biological and sensory properties",2023,,,Food Chemistry,03088146 (ISSN),412,,,"Febrianto, N.A. and Zhu, F.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147257194&doi=10.1016%2Fj.foodchem.2023.135489&partnerID=40&md5=4395e36b85e2a194e710dfa0838aa59a,English,Elsevier Ltd,"[""School of Chemical Sciences, University of Auckland, Private Bag 92019, Auckland, 1142, New Zealand"", ""Indonesian Coffee and Cocoa Research Institute (ICCRI), Jl. PB Sudirman No. 90, Jember, East Java, Indonesia""]","Emerging processing methods have been applied in coffee bean processing for improved sensory quality. The processes focus on optimizing the fermentation process of the coffee cherries and beans. This involves various pathways, including the formation of volatiles, flavor precursors and organic acids and the reduction in the concentrations of bioactive compounds. Comprehensive information regarding the effect of these emerging processes on the chemical, biological and sensory properties of the coffee beans is summarized. Emerging processes affected the coffee bean to various degrees depending on the raw material and the method used. The emerging methods promoted the reduction of bioactives such as caffeine and phenolics in coffee beans. Substantial improvement of these processes is needed to obtain coffee beans with improved biological activities. Effort to simplify the methods and optimize the post-fermentation process is crucial for the methods to be easily accessible by the producers and to produce defect-free coffee beans. © 2023 The Author(s)","Export Date: 08 March 2026; Cited By: 111; Correspondence Address: F. Zhu; School of Chemical Sciences, University of Auckland, Auckland, Private Bag 92019, 1142, New Zealand; email: fzhu5@yahoo.com; CODEN: FOCHD | RAYYAN-LABELS: coffee_general,coffee_processing",10.1016/j.foodchem.2023.135489,Anaerobic fermentation;Anti-inflammatory activity;Antioxidant activity;Arabica coffee;Caffeine;Carbonic maceration;Chlorogenic acid;Coffea arabica;Digested coffee;Dry process;Melanoidin;Polyphenol;Robusta coffee;Wet process;Coffea;Fermentation;Food Handling;Phenols;Seeds;Caffeine;Fermentation;Process control;carboxylic acid;phenol derivative;Anaerobic fermentation;Anti-inflammatory activity;Antioxidant activities;Arabicum coffee;Carbonic maceration;Chlorogenic acids;Coffea arabica;Digested coffee;Dry process;Melanoidins;Polyphenols;Robusta coffee;Wet process;anaerobic fermentation;chemical composition;Coffea arabica;coffee consumption;food processing;food quality;in vitro study;in vivo study;nonhuman;Review;sensory analysis;chemistry;Coffea;fermentation;food handling;plant seed;Coffee,,
rayyan-484616878,Development of a novel isothermal heat and mass exchanger for humidity control,2025,,,Applied Thermal Engineering,13594311 (ISSN),263,,,"Rahnama, A. and Najafpour, S. and Bahrami, M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214301521&doi=10.1016%2Fj.applthermaleng.2024.125227&partnerID=40&md5=8a42034b6c84d57a1e683a96f022ffc9,English,Elsevier Ltd,"Laboratory for Alternative Energy Conversion (LAEC), School of Mechatronic Systems Engineering, Simon Fraser University, V3T 0A3, BC, Canada","Efficient energy technologies are becoming increasingly important for mitigating climate change. In this study, a desiccant-based sorption system was developed to reduce energy consumption and subsequent greenhouse gas emissions, specifically in dehumidification systems. A novel isothermal heat and mass exchanger was designed, experimentally tested, and its performance verified through a numerical study. The novel concept is based on transferring the heat released during adsorption from the high-humidity stream to the desorption section of the system, where the drier air stream is processed. This heat transfer creates ideal isothermal conditions during the adsorption/desorption processes, enabling cooler adsorption and warmer desorption. Using a substrate with high thermal conductivity helps maintain the desiccant coating at a constant temperature (isothermal) during both adsorption and desorption, significantly improving the system's kinetics compared to non-uniform substrates, where temperature swings in the airflow degrade overall performance. The desiccant material, calcium chloride (CaCl2) confined within mesoporous silica gel and using polyvinyl alcohol as a binder, was coated on both sides of the substrate. One side underwent desorption to a cold air stream, while the other adsorbed water from a hot, humid air stream. The heat exchanger was tested under varying operating conditions, including the temperature and relative humidity of the hot and cold air streams, the system's flow rates, and the cycle times for adsorption and desorption. This study demonstrates that the optimized design is largely independent of inlet temperature and relative humidity; however, its performance is influenced by other operating conditions. The optimal values achieved for the dehumidification coefficient of performance and normalized moisture removal capacity were 2.05 and 42 kg/h·m2, respectively. The developed heat exchanger outperforms the commercial desiccant wheel in terms of dehumidification coefficient performance by a factor of four, while the desiccant wheel has double the moisture removal capacity per frontal surface area. However, at the same moisture removal capacity, the developed system consumes 75 % less energy compared to the desiccant wheel. © 2024 The Author(s)","Export Date: 08 March 2026; Cited By: 1; Correspondence Address: M. Bahrami; Laboratory for Alternative Energy Conversion (LAEC), School of Mechatronic Systems Engineering, Simon Fraser University, V3T 0A3, Canada; email: majid_bahrami_2@sfu.ca; CODEN: ATENF | RAYYAN-LABELS: drying_kinetics",10.1016/j.applthermaleng.2024.125227,Desiccant-coated heat exchanger;Greenhouse;Humidity control;Isothermal heat and mass exchanger;Sorption system;Adsorption isotherms;Driers (materials);HVAC;Thermal conductivity of gases;Air streams;Coated heat exchanger;Desiccant-coated heat exchanger;Humidity-control;Isothermal heat and mass exchanger;Mass exchangers;Moisture removal;Performance;Removal capacity;Sorption system;Humidity control,,
rayyan-484616955,Effects of Relative Humidity on Temperature Dynamics in Natural Ecosystems: Comparison of Measured and Model-Predicted Data,2025,,,Environments - MDPI,20763298 (ISSN),12,12,,"de Oliveira Maionchi, D. and da Silva, J.G. and de Paulo, I.J.C. and de Paulo, S.R.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105025797513&doi=10.3390%2Fenvironments12120455&partnerID=40&md5=91ff06efd0bd28a47a8da03b6515a242,English,Multidisciplinary Digital Publishing Institute (MDPI),"Graduation Program in Environmental Physics, Physics Institute, Federal University of Mato Grosso, Avenida Fernando Correa da CostaMato Grosso, Cuiaba, 78060-000, Brazil","Understanding the factors influencing temperature variations in natural ecosystems is crucial for processes such as species distribution, phenology, and carbon cycling. This article presents a theoretical framework that investigates the impact of relative humidity ((Formula presented.)) on these variations. Previous analyses based solely on environmental thermodynamics governed by radiation and the Stefan–Boltzmann law, named the dry model, revealed a nocturnal cooling rate of approximately 0.9 °C/h in low-relative-humidity conditions (<85%) using data of three distinct Brazilian forests within the Amazonian biome. However, this rate decreased significantly at higher (Formula presented.), suggesting an additional heating effect, which is likely attributed to the coalescence of water molecules in the air. In this study, a novel humid model is developed, integrating terms proportional to (Formula presented.) and its time derivative. This model is based on the premise that clusters of water molecules and latent heat depend on the quantity of water molecules and intermolecular forces. The findings demonstrate a superior fit to the data using the proposed model, with (Formula presented.) values ranging from 0.7 to 0.95, effectively capturing both the nocturnal temperature decline and diurnal variations. This advancement is significant as it underscores the importance of considering water molecule clusters in developing a more precise model that improves upon the dry model methodology. © 2025 by the authors.","Export Date: 08 March 2026; Cited By: 0; Correspondence Address: D. de Oliveira Maionchi; Graduation Program in Environmental Physics, Physics Institute, Federal University of Mato Grosso, Cuiaba, Avenida Fernando Correa da CostaMato Grosso, 78060-000, Brazil; email: dmaionchi@fisica.ufmt.br | RAYYAN-LABELS: drying_kinetics",10.3390/environments12120455,humidity;natural ecosystems;temperature dynamics;thermodynamic model;water molecules,,
