key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-508874168,Assessment of biogas production using chrome-tanned leather waste and its kinetic evaluation: Influence of different pre-treatment methods and co-digestion with food waste,2025,,,Biomass Conversion and Biorefinery,21906815 (ISSN),15,11,16447-16471,"Appala, V.N.S.G. and Pandhare, N.N. and Bajpai, S.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208027173&doi=10.1007%2Fs13399-024-06257-y&partnerID=40&md5=f36eb7217323194d35ae905d832b17ec,English,Springer Science and Business Media Deutschland GmbH,"Department of Chemical Engineering, National Institute of Technology, Punjab, Jalandhar, India",,"Export Date: 30 March 2026; Cited By: 1; Correspondence Address: N.N. Pandhare; Department of Chemical Engineering, National Institute of Technology, Jalandhar, Punjab, India; email: pandharenn@nitj.ac.in | RAYYAN-LABELS: Producto: Energía,Residuos: Residuos sólidos,Residuos: Residuos con cromo,Tipo de valorización: Valorización biológica",10.1007/s13399-024-06257-y,Biomass conversion;Fermentation;Mixed microbial consortia;Tannery industry;Waste valorization;Anaerobic digestion;Effluent treatment;Film preparation;Tanning;Anaerobics;Biogas production;Biomass conversion;Chrome-tanned leather;Food waste;Kinetic evaluations;Leather solid wastes;Mixed microbial consortium;Tannery industry;Waste valorizations;Leather,,
rayyan-508874169,Innovative Utilization of Wet Blue Leather Waste to Nitrogen-doped Activated Carbon for High-performance Supercapacitors,2025,,,Journal of Environmental Nanotechnology,22790748 (ISSN),14,1,30-36,"Yuvaraj, S. and Sampathkumar, V. and Manoj, S. and Esakkiraj, S. and Sudhan Prabhakaran, M. and Yuvaraj, S.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001570024&doi=10.13074%2Fjent.2025.03.2511238&partnerID=40&md5=d1778814e842cf631fea0b612b13ac56,English,Institute for Environmental Nanotechnology,"[""Department of Chemical Engineering, Kongu Engineering College, TN, Erode, India"", ""Department of Civil Engineering, Kongu Engineering College, TN, Erode, India""]",,"Export Date: 30 March 2026; Cited By: 0 | RAYYAN-LABELS: Producto: Energía,Producto: Materiale,Residuos: Residuos sólidos,Residuos: Residuos con cromo,Tipo de valorización: Valorización térmica",10.13074/jent.2025.03.2511238,"Carbonization, Chemical activation;Leather waste recycling;Sustainable energy storage;Urea doping",,
rayyan-508874171,Revolutionary approach to risk assessment utilization of oxidized agricultural waste as inexpensive adsorbents in tannery effluent: a kinetic investigation,2025,,,Environmental Monitoring and Assessment,01676369 (ISSN),197,8,,"Elsayed, H. and Tohamy, H.-A.S. and El-Sakhawy, M. and El-Khateeb, M.A. and Nashy, E.-S.H.A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010459342&doi=10.1007%2Fs10661-025-14340-8&partnerID=40&md5=c4ca073360bae6c1c42b1af00cb0db6e,English,Springer Science and Business Media Deutschland GmbH,"[""Chemistry of Tanning Materials and Leather Technology Department, Chemical Industries Research Institute, National Research Centre, Dokki, Cairo, 12622, Egypt"", ""Cellulose and Paper Department, Chemical Industries Research Institute, National Research Centre, Dokki, Cairo, 12622, Egypt"", ""Water Pollution Control Department, National Research Centre, Dokki, Cairo, 12622, Egypt""]",,"Export Date: 30 March 2026; Cited By: 11; Correspondence Address: H. Elsayed; Chemistry of Tanning Materials and Leather Technology Department, Chemical Industries Research Institute, National Research Centre, Dokki, Cairo, 12622, Egypt; email: hamed_sci@yahoo.com; E.-S.H.A. Nashy; Chemistry of Tanning Materials and Leather Technology Department, Chemical Industries Research Institute, National Research Centre, Dokki, Cairo, 12622, Egypt; email: elshhat17@yahoo.com; CODEN: EMASD | RAYYAN-LABELS: Producto: Materiale,Residuos: Residuos líquidos,Tipo de valorización: Valorización química,Tipo de valorización: Aplicaciones ambientales",10.1007/s10661-025-14340-8,"BOD;COD;Tannery wet-finishing effluent;Toxic substances;Wastewater treatment;Adsorbents;Adsorption;Agriculture;Byproducts;Dyes;Effluent Treatment;Adsorption;Agriculture;Industrial Waste;Kinetics;Oxidation-Reduction;Risk Assessment;Tanning;Waste Disposal, Fluid;Wastewater;Water Pollutants, Chemical;Adsorbents;Adsorption;Adsorption isotherms;Agricultural wastes;Agriculture;Byproducts;Chemicals removal (water treatment);Dyes;Effluent treatment;Effluents;Leather;Reclamation;Toxic materials;Waste utilization;adsorbent;heavy metal;inexpensive adsorbent;toxic substance;unclassified drug;Adsorption data;COD;Dialdehyde cellulose;Dialdehydes;Leather tanneries;Risks assessments;Tannery effluent;Tannery wastewater;Tannery wet-finishing effluent;Toxic substances;adsorption;biochemical oxygen demand;chemical oxygen demand;effluent;reaction kinetics;risk assessment;toxic substance;waste;wastewater treatment;adsorption;agricultural waste;analytic method;Article;attenuated total reflectance Fourier transform infrared spectroscopy;biochemical oxygen demand;chemical oxygen demand;flow rate;kinetic investigation;kinetics;nonhuman;oxidation;risk assessment;scanning electron microscopy;tannery wastewater;waste water management;X ray diffraction;agriculture;chemistry;industrial waste;kinetics;leather industry;oxidation reduction reaction;procedures;risk assessment;sewage;wastewater;water pollutant;Wastewater treatment",,
rayyan-508874172,RECENT DEVELOPMENTS IN ENVIRONMENT-FRIENDLY METHODS FOR VALUING LEATHER WASTE AS A MEANS OF PROMOTING THE CIRCULAR ECONOMY: A COMPREHENSIVE REVIEW,2024,,,Leather and Footwear Journal,15834433 (ISSN),24,1,51-72,"Shabur, M.A. and Hossain, M.A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199320055&doi=10.24264%2Flfj.24.1.5&partnerID=40&md5=a0028fc886f1231e70e8b2f207de2209,English,Inst. Nat. Cercetare-Dezvoltare Text. Pielarie,"Institute of Leather Engineering and Technology, University of Dhaka, Dhaka, 1209, Bangladesh",,"Export Date: 30 March 2026; Cited By: 4; Correspondence Address: M.A. Shabur; Institute of Leather Engineering and Technology, University of Dhaka, Dhaka, 1209, Bangladesh; email: abdusshabur@du.ac.bd | RAYYAN-LABELS: Producto: Energía,Producto: Materiale,Producto: Biomoléculas,Residuos: Residuos sólidos,Residuos: Residuos con cromo,Residuos: Residuos líquidos,Residuos: Residuos sin cromo,Tipo de valorización: Valorización química,Tipo de valorización: Valorización térmica,Tipo de valorización: Valorización biológica",10.24264/lfj.24.1.5,chromium;sustainability;tannery;valorization;waste;Leather;Metal recovery;Recycling;Sustainable development;Tanning;Circular economy;Diverse range;Energy;Environment friendly;Leather processing industry;Leather wastes;Tannery;Thermal;Valorisation;Waste products;Chromium,,
rayyan-508874173,Utilization of Tannery Flesh Waste for Production of Sustainable Leather Coating Substance,2023,,,Textile and Leather Review,26236257 (ISSN),6,,114-131,"Bekele, W.W. and Ramaiah, G.B.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160021193&doi=10.31881%2FTLR.2023.008&partnerID=40&md5=175a936960e9de6e48692b84a38b679c,English,idd3,"[""Department of Leather and Leather Product Technology, Federal Technical and Vocational Training Institute, (FTVTI), Addis Ababa, Ethiopia"", ""Textile Technology Department, Federal Technical and Vocational Training Institute, (FTVTI), Addis Ababa, Ethiopia""]",,"Export Date: 30 March 2026; Cited By: 1; Correspondence Address: W.W. Bekele; Department of Leather and Leather Product Technology, Federal Technical and Vocational Training Institute, (FTVTI), Addis Ababa, Ethiopia; email: abay1015@gmail.com | RAYYAN-LABELS: Producto: Materiale,Producto: Biomoléculas,Residuos: Residuos sólidos,Residuos: Residuos sin cromo,Tipo de valorización: Valorización química",10.31881/TLR.2023.008,acid number;coating substance;fat extraction;flesh waste;saponification value;Coatings;Effluents;Lime;Polishing;Solvent extraction;Waste disposal;Acid numbers;Aesthetic property;Chrome shavings;Coating substance;Fat contents;Fat extraction;Flesh waste;Leather tanning industry;Saponification value;Solid/liquid;Leather,,
rayyan-508874178,The Use of Collagen Hydrolysate from Chromium Waste in the Optimization of Leather Retanning,2025,,,Sustainability (Switzerland),20711050 (ISSN),17,17,,"Zarlok, J. and Kowalska, M. and Szakiel, J.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105016158818&doi=10.3390%2Fsu17177912&partnerID=40&md5=2617f8cdad6414e3e2082b11c7d97780,English,Multidisciplinary Digital Publishing Institute (MDPI),"[""Faculty of Applied Chemistry, Casimir Pulaski Radom University, Chrobrego 27, Radom, 26-600, Poland"", ""Department of Non-Food Product Quality and Safety, Krakow University of Economics, Rakowicka 27, Kraków, 31-510, Poland""]",,"Export Date: 30 March 2026; Cited By: 0; Correspondence Address: M. Kowalska; Faculty of Applied Chemistry, Casimir Pulaski Radom University, Radom, Chrobrego 27, 26-600, Poland; email: m.kowalska@urad.edu.pl | RAYYAN-LABELS: Producto: Materiale,Residuos: Residuos con cromo,Tipo de valorización: Valorización química",10.3390/su17177912,circular economy in leather industry;collagen hydrolysate;Kleeman experimental design;retanning process optimization;sustainable leather production;chromium;collagen;effluent;experimental design;hazardous waste;industrial production;optimization;solid waste,,
rayyan-508874180,Fabrication of Novel Polymer Composites from Leather Waste Fibers and Recycled Poly(Ethylene-Vinyl-Acetate) for Value-Added Products,2023,,,Sustainability (Switzerland),20711050 (ISSN),15,5,,"Sharma, S. and Sudhakara, P. and Singh, J. and Sanjay, M.R. and Siengchin, S.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149909575&doi=10.3390%2Fsu15054333&partnerID=40&md5=6e572c1cc0e9e705e72888155bab2fdb,English,MDPI,"[""CSIR—Central Leather Research Institute, Regional Centre, Punjab, Jalandhar, 144021, India"", ""Department of Mechanical Engineering, IK Gujral Punjab Technical University, Jalandhar-Kapurthala Road, Punjab, Kapurthala, 144603, India"", ""Mechanical Engineering Department, University Centre for Research and Development, Chandigarh University, Punjab, Mohali, 140413, India"", ""Natural Composites Research Group Lab, Department of Materials and Production Engineering, The Sirindhorn International Thai-German Graduate School of Engineering (TGGS), King Mongkut’s University of Technology North Bangkok (KMUTNB), Bangkok, 10800, Thailand""]",,"Export Date: 30 March 2026; Cited By: 35; Correspondence Address: M.R. Sanjay; Natural Composites Research Group Lab, Department of Materials and Production Engineering, The Sirindhorn International Thai-German Graduate School of Engineering (TGGS), King Mongkut’s University of Technology North Bangkok (KMUTNB), Bangkok, 10800, Thailand; email: mavinkere.r.s@op.kmutnb.ac.th | RAYYAN-LABELS: Producto: Materiale,Residuos: Residuos sólidos,Tipo de valorización: Reutilización directa",10.3390/su15054333,compression molding;footwear and leather ancillaries(s) applications;leather shavings;recycled EVA;rolling;collagen;composite;compression;polymer;recycling;topography,,
rayyan-508874182,Enhancement of Mechanical and Thermal Insulation Properties of Polyvinyl Chloride Foam Using Leather Shavings,2024,,,Journal of the American Leather Chemists Association,00029726 (ISSN),119,6,268-278,"Lei, C. and Xu, W. and Shi, B. and Zeng, Y.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197068308&partnerID=40&md5=963df840ba4db903ac989622d1bc5c0f,English,American Leather Chemists Association,"[""National Engineering Laboratory for Clean Technology of Leather Manufacture, Sichuan University, Chengdu, 610065, China"", ""College of Biomass Science and Engineering, Sichuan University, Chengdu, 610065, China"", ""Key Laboratory of Leather Chemistry and Engineering (Sichuan University), Ministry of Education, Chengdu, 610065, China""]",,"Export Date: 30 March 2026; Cited By: 1; Correspondence Address: W. Xu; National Engineering Laboratory for Clean Technology of Leather Manufacture, Sichuan University, Chengdu, 610065, China; email: xuwx@scu.edu.cn; Y. Zeng; National Engineering Laboratory for Clean Technology of Leather Manufacture, Sichuan University, Chengdu, 610065, China; email: zengyunhang@scu.edu.cn; CODEN: JALCA | RAYYAN-LABELS: Producto: Materiale,Residuos: Residuos sólidos,Tipo de valorización: Valorización química",,Chlorine compounds;Compressive strength;Free energy;Heat storage;Leather;Polyvinyl chlorides;Thermal energy;Thermal insulation;Environmental pollutions;Global production;Isophorone diisocyanate;Leather shavings;Mechanical;Prepolymers;Reinforcing fillers;Resource wastes;Thermal insulation properties;Waste pollution;Monomers,,
rayyan-508874183,LEATHER WASTE TO ENERGY: ENVIRONMENTAL BENEFITS. A REVIEW,2025,,,Chemistry and Chemical Technology,19964196 (ISSN),19,1,131-140,"Mokrousova, O. and Okhmat, O. and Sakalova, H. and Ishchenko, V. and Malovanyy, M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005710504&doi=10.23939%2Fchcht19.01.131&partnerID=40&md5=67e01d5064017487a3b7ad7355611e77,English,Lviv Polytechnic National University,"[""Department of Biotechnology, Leather and Fur, Kyiv National University of Technologies and Design, 2 Mala Shyianovska St, Kyiv, 01011, Ukraine"", ""Department of Ecology, Chemistry and Environmental Protection Technologies, Vinnytsia National Technical University, 95 Khmelnytske shose, Vinnytsia, 21021, Ukraine"", ""Lviv Polytechnic National University, 12 S. Bandery St, Lviv, 79013, Ukraine""]",,"Export Date: 30 March 2026; Cited By: 1 | RAYYAN-LABELS: Producto: Energía,Residuos: Residuos sólidos,Residuos: Residuos con cromo,Residuos: Residuos sin cromo,Tipo de valorización: Valorización térmica,Tipo de valorización: Valorización biológica",10.23939/chcht19.01.131,biofuel production;energy recovery;grease waste;leather solid waste;tannery sludge,,
rayyan-508874188,Purification and biochemical characterization of two novel extracellular keratinases with feather-degradation and hide-dehairing potential,2021,,,Process Biochemistry,13595113 (ISSN),106,,137-148,"Kerouaz, B. and Jaouadi, B. and Brans, A. and Saoudi, B. and Habbeche, A. and Haberra, S. and Belghith, H. and Gargroui, A. and Ladjama, A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105245774&doi=10.1016%2Fj.procbio.2021.04.009&partnerID=40&md5=ab88ba366f76f683874227b018c065dc,English,Elsevier Ltd,"[""Laboratory of Applied Biochemistry and Microbiology (LABM), Department of Biochemistry, Faculty of Science, Badji Mokhtar Annaba University (UBMA), P.O. Box 12, Annaba, 23000, Algeria"", ""Laboratory of Microbial Biotechnology, Enzymatic, and Biomolecules (LMBEB), Centre of Biotechnology of Sfax (CBS), University of Sfax, Road of Sidi Mansour Km 6, P.O. Box 1177, Sfax, 3018, Tunisia"", ""Center for Protein Engineering (CIP), Department of Chemistry, University of Liege, B6a, SartTilman, Liege, 4000, Belgium"", ""Laboratory of Molecular Biotechnology of Eukaryotes (LMBE), Centre of Biotechnology of Sfax (CBS), University of Sfax, Road of Sidi Mansour Km 6, P.O. Box 1177, Sfax, 3018, Tunisia""]",,"Export Date: 30 March 2026; Cited By: 22; Correspondence Address: B. Jaouadi; Laboratory of Microbial Biotechnology, Enzymatic, and Biomolecules (LMBEB), Centre of Biotechnology of Sfax (CBS), University of Sfax, Sfax, Road of Sidi Mansour Km 6, P.O. Box 1177, 3018, Tunisia; email: bassem.jaouadi@cbs.rnrt.tn; CODEN: PBCHE | RAYYAN-LABELS: Producto: Biomoléculas,Residuos: Residuos sólidos,Tipo de valorización: Valorización biológica",10.1016/j.procbio.2021.04.009,Actinomadura;Catalytic activity;Keratin-containing wastes;Keratinases;Leather processing industry;Amino acids;Electrophoresis;Enzymes;Fluorine compounds;High performance liquid chromatography;Leather;Purification;Sodium dodecyl sulfate;Sulfur compounds;Actinomadura;Ammonium Sulfate;Biochemical characterization;Dehairing;Extracellular keratinase;Feather degradation;Keratin-containing waste;Keratinase;Leather processing industry;Sulfate salts;Catalyst activity,,
rayyan-508874190,Hydrolysis of used leather and application of hydrolysates,2024,,,Proceedings of the Estonian Academy of Sciences,17366046 (ISSN),73,1,60-67,"Biškauskaitė, R. and Miškūnaitė, L. and Plavan, V. and Valeika, V.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186411621&doi=10.3176%2Fproc.2024.1.07&partnerID=40&md5=202ab45bb11efeed2d8135531bc733d0,English,Estonian Academy Publishers,"[""Kaunas University of Technology, Faculty of Chemical Technology, Department of Polymer Chemistry and Technology, Radvilėnų pl. 19, Kaunas, 50254, Lithuania"", ""Kyiv National University of Technologies and Design, Department of Chemical Technologies and Resource Saving, Mala Shyianovska 2, Kyiv, 01011, Ukraine""]",,"Export Date: 30 March 2026; Cited By: 1; Correspondence Address: V. Valeika; Kaunas University of Technology, Faculty of Chemical Technology, Department of Polymer Chemistry and Technology, Kaunas, Radvilėnų pl. 19, 50254, Lithuania; email: virgilijus.valeika@ktu.lt | RAYYAN-LABELS: Producto: Materiale,Producto: Biomoléculas,Residuos: Residuos sólidos,Residuos: Residuos con cromo,Tipo de valorización: Valorización química,Tipo de valorización: Valorización biológica",10.3176/proc.2024.1.07,collagen;dyeing;enzyme preparation;exploited leather;hydrolysis;Chromium compounds;Collagen;Dyeing;Enzymatic hydrolysis;Complicated systems;Dyeing;Enzyme preparation;Exploited leathe;Fatliquoring;Hydrolysis process;Leather industries;Leather processing;Protein hydrolysate;Reuse;Leather,,
rayyan-508874191,Valorization potential of dried tannery fleshing wastes (TFW) through pyrolysis in the leather industry: Kinetic and thermodynamic investigations,2023,,,Sustainable Chemistry and Pharmacy,23525541 (ISSN),33,,,"Chagtmi, R. and Ben Hassen Trabelsi, A. and Ben Abdallah, A. and Maaoui, A. and Lopez, G. and Cortazar, M. and Khedira, H. and Chaden, C. and Olazar, M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160358567&doi=10.1016%2Fj.scp.2023.101130&partnerID=40&md5=c8cfab051098c6f792d4326242a96444,English,Elsevier B.V.,"[""Research and Technology Center of Energy, Technopôle Borj-Cedria, B.P N°95, Hammam-Lif, 2050, Tunisia"", ""Department of Geology, Faculty of Sciences of Tunis, University of Tunis El Manar, El Manar II, Tunis, 2092, Tunisia"", ""Department of Energy Engineering, National Engineering School of Monastir, University of Monastir, Monastir, 5000, Tunisia"", ""Department of Chemical Engineering, University of the Basque Country UPV/EHU, P.O. Box 6 644, Bilbao, E48080, Spain"", ""IKERBASQUE, Basque Foundation for Science, Bilbao, Spain"", ""TMM, Tanneries Mégisseries du Maghreb, Cité Antar, Grombalia, 8030, Tunisia""]",,"Export Date: 30 March 2026; Cited By: 8; Correspondence Address: R. Chagtmi; Research and Technology Center of Energy, Hammam-Lif, Technopôle Borj-Cedria, B.P N°95, 2050, Tunisia; email: chagtmiraouia@gmail.com | RAYYAN-LABELS: Producto: Materiale,Residuos: Residuos sólidos,Residuos: Residuos sin cromo,Producto: Productos agrícolas,Tipo de valorización: Valorización térmica,Tipo de valorización: Aplicaciones ambientales",10.1016/j.scp.2023.101130,Biochar;Greenhouse drying;Modeling;Open air drying;Slow pyrolysis;TFW;charcoal;fertilizer;sorbent;trace element;adsorption;Article;atmosphere;biomass;carbon storage;chemical reaction;controlled study;decomposition;elemental analysis;greenhouse;kinetics;melting point;pyrolysis;reaction analysis;soil amendment;tannery waste;tannery wastewater;thermodynamics;valorization;X ray diffraction,,
rayyan-508874193,Review of Soil Quality Improvement Using Biopolymers from Leather Waste,2022,,,Polymers,20734360 (ISSN),14,9,,"Stefan, D.S. and Bosomoiu, M. and Dancila, A.M. and Stefan, M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130278279&doi=10.3390%2Fpolym14091928&partnerID=40&md5=b2168997bf160fc1d103611dc1e65e3c,English,MDPI,"[""Department of Analytical Chemistry and Environmental Engineering, Faculty of Chemical Engineering and Biotechnologies, University Politehnica of Bucharest, 1-7 Polizu Street, Bucharest, 011061, Romania"", ""Pharmacy Faculty, University Titu Maiorescu, 22 Dâmbovnicului Street, Bucharest, 040441, Romania""]",,"Export Date: 30 March 2026; Cited By: 12; Correspondence Address: M. Bosomoiu; Department of Analytical Chemistry and Environmental Engineering, Faculty of Chemical Engineering and Biotechnologies, University Politehnica of Bucharest, Bucharest, 1-7 Polizu Street, 011061, Romania; email: mbosomoiu@yahoo.com | RAYYAN-LABELS: Residuos: Residuos sólidos,Residuos: Residuos con cromo,Residuos: Residuos sin cromo,Producto: Productos agrícolas,Tipo de valorización: Valorización química,Tipo de valorización: Valorización biológica",10.3390/polym14091928,biopolymers;fertilizers;industrial crops;leather waste;soil;Biomolecules;Collagen;Crops;Crosslinking;Fertilizers;Groundwater;Groundwater pollution;Leather;Nutrients;Potassium chloride;Tanning;Agricultural soils;Circular economy;Industrial crops;Landfilling;Leather wastes;Nutrients release;Quality improvement;Soils qualities;Tanning agents;Valorisation;Soils,,
rayyan-508874194,Valorization of hazardous chrome tanned leather buffing waste for the production of Cr2O3/carbon/TiO2 composite semiconductors with the removal of chlorophenol from its wastewater,2023,,,Chemical Engineering Journal,13858947 (ISSN),468,,,"Patchai Murugan, K. and Sabarinathan, S. and Prabhakaran, N. and Swarnalatha, S.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160055551&doi=10.1016%2Fj.cej.2023.143547&partnerID=40&md5=39a453751d18e482aa988ba5db70c7aa,English,Elsevier B.V.,"[""Environmental Science Laboratory, CSIR – Central Leather Research Institute, Adyar, Tamilnadu, Chennai, 600020, India"", ""University of Madras, Chepauk, Tamilnadu, Chennai, 600005, India"", ""Department of Civil Engineering, Indian Institute of Technology – Madras, Tamilnadu, Chennai, 600036, India""]",,"Export Date: 30 March 2026; Cited By: 21; Correspondence Address: S. Swarnalatha; Environmental Science Laboratory, CSIR – Central Leather Research Institute, Chennai, Adyar, Tamilnadu, 600020, India; email: swarnalatha@clri.res.in; CODEN: CMEJA | RAYYAN-LABELS: Producto: Materiale,Residuos: Residuos sólidos,Residuos: Residuos con cromo,Tipo de valorización: Valorización térmica,Tipo de valorización: Aplicaciones ambientales",10.1016/j.cej.2023.143547,Adsorption;Chlorophenol;Cr2O3/carbon/TiO2 composite;Degradation;Wastewater treatment;Chemicals removal (water treatment);Degradation;Fluorescence spectroscopy;Leather;Nanocomposites;Phenols;Tanning;Titanium dioxide;X ray diffraction;4-chlorophenols;Chlorophenols;Chrome-tanned leather;Cr2o3/carbon/tio2 composite;Eskolaite;Highly stables;Photo-catalytic;Synthesised;Valorisation;XRD analysis;Wastewater treatment,,
rayyan-508874196,Utilization of waste capiz shell - Based catalyst for the conversion of leather tanning waste into biodiesel,2020,,,Journal of Environmental Chemical Engineering,22133437 (ISSN),8,4,,"Yuliana, M. and Santoso, S.P. and Soetaredjo, F.E. and Ismadji, S. and Angkawijaya, A.E. and Irawaty, W. and Ju, Y.-H. and Tran-Nguyen, P.L. and Hartono, S.B.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091001321&doi=10.1016%2Fj.jece.2020.104012&partnerID=40&md5=45849098dfb38efce489fbe29a39de88,English,Elsevier Ltd,"[""Department of Chemical Engineering, Widya Mandala Catholic University Surabaya, Kalijudan 37, Surabaya, 60114, Indonesia"", ""Department of Chemical Engineering, National Taiwan University of Science and Technology, 43, Keelung Rd., Sec. 4, Taipei, 10607, Taiwan"", ""Graduate Institute of Applied Science and Technology, National Taiwan University of Science and Technology, 43 Keelung Road, Sec 4, Taipei, 10607, Taiwan"", ""Taiwan Building Technology Center, National Taiwan University of Science and Technology, 43 Keelung Road, Sec 4, Taipei, 10607, Taiwan"", ""Department of Mechanical Engineering, Can Tho University, 3-2 Street, Can Tho City, Viet Nam""]",,"Export Date: 30 March 2026; Cited By: 29; Correspondence Address: M. Yuliana; Department of Chemical Engineering, Widya Mandala Catholic University Surabaya, Surabaya, Kalijudan 37, 60114, Indonesia; email: maria_yuliana_liauw@yahoo.com; S.B. Hartono; Department of Chemical Engineering, Widya Mandala Catholic University Surabaya, Surabaya, Kalijudan 37, 60114, Indonesia; email: sandy@ukwms.ac.id | RAYYAN-LABELS: Producto: Energía,Residuos: Residuos sólidos,Tipo de valorización: Valorización química",10.1016/j.jece.2020.104012,Abbreviations WCS waste capiz-shell;CaO calcium oxide;FAEE Fatty Acid Ethyl esters;FFA free fatty acid;LTW leather tanning waste;RPO refined palm oil;TG triacylglyceride(s);Biodiesel;Catalyst activity;Leather;Molar ratio;Tanning;Biodiesel production;Catalyst loadings;Heterogeneous catalyst;Rapid urbanizations;Reaction cycles;Technological advancement;Transesterification process;Waste production;Waste management,,
rayyan-508874198,Valorization of tannery solid wastes for sustainable enzyme induced carbonate precipitation process,2022,,,Chemosphere,00456535 (ISSN),308,,,"Sujiritha, P.B. and Vikash, V.L. and Antony, G.S. and Ponesakki, G. and Ayyadurai, N. and Nakashima, K. and Kamini, N.R.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139572624&doi=10.1016%2Fj.chemosphere.2022.136533&partnerID=40&md5=dc1b3857103b8c09a4c2ef7325f47828,English,Elsevier Ltd,"[""Department of Biochemistry and Biotechnology, CSIR - Central Leather Research Institute, Tamil Nadu, Chennai, 600020, India"", ""University of Madras, Tamil Nadu, Chennai, 600005, India"", ""Faculty of Engineering, Hokkaido University, Kita 13, Nishi 8, Kita-Ku, Hokkaido, Sapporo, 060-8628, Japan""]",,"Export Date: 30 March 2026; Cited By: 12; Correspondence Address: N.R. Kamini; Department of Biochemistry and Biotechnology, CSIR - Central Leather Research Institute, Chennai, Tamil Nadu, 600020, India; email: nrkamini@clri.res.in; CODEN: CMSHA | RAYYAN-LABELS: Producto: Materiale,Residuos: Residuos sólidos,Residuos: Residuos líquidos,Residuos: Residuos sin cromo,Tipo de valorización: Valorización biológica",10.1016/j.chemosphere.2022.136533,Biocementation;Calcium source;Extracellular urease;Fleshing waste;Lime liquor;Calcium;Calcium Carbonate;Calcium Chloride;Calcium Compounds;Nitrogen;Oxides;Sand;Sewage;Solid Waste;Urea;Urease;Calcite;Calcium carbonate;Carbonation;Compressive strength;Cost effectiveness;Enzymes;Leather;Precipitation (chemical);Solid wastes;Urea;calcium;calcium carbonate;calcium chloride;calcium ion;calcium oxide;carbonic acid;distilled water;nitrogen;urea;urease;calcium derivative;oxide;urease;Biocementation;Calcium source;Carbonate precipitation;Extracellular;Extracellular urease;Fleshing waste;Lime liquor;Precipitation process;Suspended solids;Valorisation;calcium;cementation;enzyme activity;precipitation (chemistry);solid waste;solidification;sustainability;valorization;Arthrobacter;Arthrobacter creatinolyticus;Article;bacterial strain;cementation;compressive strength;controlled study;energy dispersive X ray spectroscopy;enzyme synthesis;feasibility study;Fourier transform infrared spectroscopy;laboratory;leather industry;liquid;nonhuman;precipitation;sand;scanning electron microscopy;sludge;solid waste;solid waste management;suspended particulate matter;tannery waste;valorization;water absorption;X ray diffraction;chemistry;sewage;Lime,,
rayyan-508874200,Extraction and utilization of biodiesel from tannery fleshing waste in a diesel engine equipped with common rail direct injection system for cleaner emission,2024,,,"Energy Sources, Part A: Recovery, Utilization and Environmental Effects",15567036 (ISSN),46,1,4489-4503,"Esakki, T. and Mangudi Rangaswamy, S.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102726369&doi=10.1080%2F15567036.2021.1900455&partnerID=40&md5=27e9b2febc7ac48db423911eaf8f97a2,English,Taylor and Francis Ltd.,"I.C Engine Division, College of Engineering Guindy, Anna University, Tamilnadu, Chennai, India",,"Export Date: 30 March 2026; Cited By: 6; Correspondence Address: T. Esakki; Anna University, Chennai, 12, Sardar Patel RdGuindyTamil Nadu, 600025, India; email: thambimech@gmail.com | RAYYAN-LABELS: Producto: Energía,Residuos: Residuos sólidos,Residuos: Residuos sin cromo,Tipo de valorización: Valorización química",10.1080/15567036.2021.1900455,Biodiesel;diesel engine;emission;leather;tannery waste;Biodiesel;Blending;Climate change;Direct injection;Smoke;Alternate fuels;Common rail;Emission;Energy;Energy demands;Energy requirements;Engine performance;Injection systems;Tannery waste;Waste products;Diesel engines,,
