title,doi,labels
LEATHER TANNING SLUDGE IN CEMENT MORTAR: SUSTAINABLE VALORISATION,10.24857/rgsa.v18n8-043,Tipo de valorización: Valorización térmica
Bio-based antimicrobial nanocomposites derived from tannery waste for functional leather coating: circular valorization of chrome shaving dust,10.1039/d5ma01510c,Producto: Materiale
Bio-based antimicrobial nanocomposites derived from tannery waste for functional leather coating: circular valorization of chrome shaving dust,10.1039/d5ma01510c,Producto: Biomoléculas
Bio-based antimicrobial nanocomposites derived from tannery waste for functional leather coating: circular valorization of chrome shaving dust,10.1039/d5ma01510c,Residuos: Residuos sólidos
Bio-based antimicrobial nanocomposites derived from tannery waste for functional leather coating: circular valorization of chrome shaving dust,10.1039/d5ma01510c,Residuos: Residuos con cromo
Bio-based antimicrobial nanocomposites derived from tannery waste for functional leather coating: circular valorization of chrome shaving dust,10.1039/d5ma01510c,Tipo de valorización: Valorización química
Bio-based antimicrobial nanocomposites derived from tannery waste for functional leather coating: circular valorization of chrome shaving dust,10.1039/d5ma01510c,Tipo de valorización: Valorización biológica
Compression and fracture behavior of leather particulate reinforced polymer composites,10.1088/2053-1591/ab8e6f,Producto: Materiale
Compression and fracture behavior of leather particulate reinforced polymer composites,10.1088/2053-1591/ab8e6f,Residuos: Residuos sólidos
Compression and fracture behavior of leather particulate reinforced polymer composites,10.1088/2053-1591/ab8e6f,Tipo de valorización: Valorización química
Recycling of tannery fleshing waste by a two step process for preparation of retanning agent,10.1016/j.psep.2021.11.003,Producto: Materiale
Recycling of tannery fleshing waste by a two step process for preparation of retanning agent,10.1016/j.psep.2021.11.003,Producto: Biomoléculas
Recycling of tannery fleshing waste by a two step process for preparation of retanning agent,10.1016/j.psep.2021.11.003,Residuos: Residuos sólidos
Recycling of tannery fleshing waste by a two step process for preparation of retanning agent,10.1016/j.psep.2021.11.003,Residuos: Residuos sin cromo
Recycling of tannery fleshing waste by a two step process for preparation of retanning agent,10.1016/j.psep.2021.11.003,Tipo de valorización: Valorización química
Recycling of tannery fleshing waste by a two step process for preparation of retanning agent,10.1016/j.psep.2021.11.003,Tipo de valorización: Valorización biológica
Research on the use of tanned leather fibres as aggregate in obtaining asphalt mixtures,10.24264/lfj.20.1.3,Producto: Materiale
Research on the use of tanned leather fibres as aggregate in obtaining asphalt mixtures,10.24264/lfj.20.1.3,Residuos: Residuos sólidos
Research on the use of tanned leather fibres as aggregate in obtaining asphalt mixtures,10.24264/lfj.20.1.3,Tipo de valorización: Valorización química
Toward Sustainable Leather Processing: A Comprehensive Review of Cleaner Production Strategies and Environmental Impacts,10.1155/2024/8117915,Producto: Materiale
Toward Sustainable Leather Processing: A Comprehensive Review of Cleaner Production Strategies and Environmental Impacts,10.1155/2024/8117915,Residuos: Residuos sólidos
Toward Sustainable Leather Processing: A Comprehensive Review of Cleaner Production Strategies and Environmental Impacts,10.1155/2024/8117915,Residuos: Residuos con cromo
Toward Sustainable Leather Processing: A Comprehensive Review of Cleaner Production Strategies and Environmental Impacts,10.1155/2024/8117915,Residuos: Residuos líquidos
Toward Sustainable Leather Processing: A Comprehensive Review of Cleaner Production Strategies and Environmental Impacts,10.1155/2024/8117915,Tipo de valorización: Valorización química
Toward Sustainable Leather Processing: A Comprehensive Review of Cleaner Production Strategies and Environmental Impacts,10.1155/2024/8117915,Tipo de valorización: Valorización biológica
Optimizing waste utilization value: Fabrication of multi-functional high-performance electrocatalysts via in situ chemical transformation on chromium-tanned collagen fibers,10.1016/j.jece.2024.114886,Producto: Energía
Optimizing waste utilization value: Fabrication of multi-functional high-performance electrocatalysts via in situ chemical transformation on chromium-tanned collagen fibers,10.1016/j.jece.2024.114886,Producto: Materiale
Optimizing waste utilization value: Fabrication of multi-functional high-performance electrocatalysts via in situ chemical transformation on chromium-tanned collagen fibers,10.1016/j.jece.2024.114886,Residuos: Residuos sólidos
Optimizing waste utilization value: Fabrication of multi-functional high-performance electrocatalysts via in situ chemical transformation on chromium-tanned collagen fibers,10.1016/j.jece.2024.114886,Residuos: Residuos con cromo
Optimizing waste utilization value: Fabrication of multi-functional high-performance electrocatalysts via in situ chemical transformation on chromium-tanned collagen fibers,10.1016/j.jece.2024.114886,Tipo de valorización: Valorización térmica
Composite polymers from leather waste to produce smart fertilizers,10.3390/polym13244351,Residuos: Residuos sólidos
Composite polymers from leather waste to produce smart fertilizers,10.3390/polym13244351,Residuos: Residuos sin cromo
Composite polymers from leather waste to produce smart fertilizers,10.3390/polym13244351,Producto: Productos agrícolas
Composite polymers from leather waste to produce smart fertilizers,10.3390/polym13244351,Tipo de valorización: Valorización química
Application of Leather Waste Fractions and Their Biochars as Organic Fertilisers for Ryegrass Growth: Agri-Environmental Aspects and Plants Response Modelling,10.3390/en16093883,Residuos: Residuos sólidos
Application of Leather Waste Fractions and Their Biochars as Organic Fertilisers for Ryegrass Growth: Agri-Environmental Aspects and Plants Response Modelling,10.3390/en16093883,Residuos: Residuos con cromo
Application of Leather Waste Fractions and Their Biochars as Organic Fertilisers for Ryegrass Growth: Agri-Environmental Aspects and Plants Response Modelling,10.3390/en16093883,Residuos: Residuos sin cromo
Application of Leather Waste Fractions and Their Biochars as Organic Fertilisers for Ryegrass Growth: Agri-Environmental Aspects and Plants Response Modelling,10.3390/en16093883,Producto: Productos agrícolas
Application of Leather Waste Fractions and Their Biochars as Organic Fertilisers for Ryegrass Growth: Agri-Environmental Aspects and Plants Response Modelling,10.3390/en16093883,Tipo de valorización: Valorización química
Application of Leather Waste Fractions and Their Biochars as Organic Fertilisers for Ryegrass Growth: Agri-Environmental Aspects and Plants Response Modelling,10.3390/en16093883,Tipo de valorización: Valorización biológica
Treatment of salt from hides curing stage by electrocoagulation for use in the pickling stage of the tanning industry,10.1016/j.envres.2023.117095,Producto: Materiale
Treatment of salt from hides curing stage by electrocoagulation for use in the pickling stage of the tanning industry,10.1016/j.envres.2023.117095,Residuos: Residuos líquidos
Treatment of salt from hides curing stage by electrocoagulation for use in the pickling stage of the tanning industry,10.1016/j.envres.2023.117095,Tipo de valorización: Valorización química
Treatment of salt from hides curing stage by electrocoagulation for use in the pickling stage of the tanning industry,10.1016/j.envres.2023.117095,Tipo de valorización: Aplicaciones ambientales
Tannery solid waste-derived cross-scale deformable piezoresistive sensors for monitoring human body motions,10.1039/d2tc00718e,Producto: Materiale
Tannery solid waste-derived cross-scale deformable piezoresistive sensors for monitoring human body motions,10.1039/d2tc00718e,Residuos: Residuos sólidos
Tannery solid waste-derived cross-scale deformable piezoresistive sensors for monitoring human body motions,10.1039/d2tc00718e,Tipo de valorización: Valorización química
Waste cooking oil and molasses for the sustainable production of extracellular lipase by Saitozyma flava,10.1002/bab.2570,Producto: Biomoléculas
Waste cooking oil and molasses for the sustainable production of extracellular lipase by Saitozyma flava,10.1002/bab.2570,Residuos: Residuos sólidos
Waste cooking oil and molasses for the sustainable production of extracellular lipase by Saitozyma flava,10.1002/bab.2570,Tipo de valorización: Valorización biológica
"Supercritical methanolysis of leather tanning waste biomass: experimental investigation, process simulation, and sustainable biodiesel production",10.1186/s43088-025-00635-9,Producto: Energía
"Supercritical methanolysis of leather tanning waste biomass: experimental investigation, process simulation, and sustainable biodiesel production",10.1186/s43088-025-00635-9,Residuos: Residuos sólidos
"Supercritical methanolysis of leather tanning waste biomass: experimental investigation, process simulation, and sustainable biodiesel production",10.1186/s43088-025-00635-9,Tipo de valorización: Valorización térmica
Utilization of various solid leather wastes for the production of blended bricks,10.1007/s10098-022-02295-0,Producto: Materiale
Utilization of various solid leather wastes for the production of blended bricks,10.1007/s10098-022-02295-0,Residuos: Residuos sólidos
Utilization of various solid leather wastes for the production of blended bricks,10.1007/s10098-022-02295-0,Residuos: Residuos con cromo
Utilization of various solid leather wastes for the production of blended bricks,10.1007/s10098-022-02295-0,Tipo de valorización: Valorización química
An innovative ionic liquid-aqueous biphasic system for simultaneously highly efficient dechroming and collagen recovery from chrome-tanned leather shavings at room temperature,10.1016/j.seppur.2024.127861,Producto: Biomoléculas
An innovative ionic liquid-aqueous biphasic system for simultaneously highly efficient dechroming and collagen recovery from chrome-tanned leather shavings at room temperature,10.1016/j.seppur.2024.127861,Residuos: Residuos sólidos
An innovative ionic liquid-aqueous biphasic system for simultaneously highly efficient dechroming and collagen recovery from chrome-tanned leather shavings at room temperature,10.1016/j.seppur.2024.127861,Residuos: Residuos con cromo
An innovative ionic liquid-aqueous biphasic system for simultaneously highly efficient dechroming and collagen recovery from chrome-tanned leather shavings at room temperature,10.1016/j.seppur.2024.127861,Tipo de valorización: Valorización química
Performance Assessment of Kert Protease Treatment for the Sustainable Management of the Unhairing System in Tannery,10.34314/ks2chh26,Producto: Biomoléculas
Performance Assessment of Kert Protease Treatment for the Sustainable Management of the Unhairing System in Tannery,10.34314/ks2chh26,Residuos: Residuos sólidos
Performance Assessment of Kert Protease Treatment for the Sustainable Management of the Unhairing System in Tannery,10.34314/ks2chh26,Residuos: Residuos líquidos
Performance Assessment of Kert Protease Treatment for the Sustainable Management of the Unhairing System in Tannery,10.34314/ks2chh26,Residuos: Residuos sin cromo
Performance Assessment of Kert Protease Treatment for the Sustainable Management of the Unhairing System in Tannery,10.34314/ks2chh26,Tipo de valorización: Valorización biológica
Characterization of wet olive pomace waste as bio based resource for leather tanning,10.3390/ma14195790,Producto: Materiale
Characterization of wet olive pomace waste as bio based resource for leather tanning,10.3390/ma14195790,Producto: Biomoléculas
Characterization of wet olive pomace waste as bio based resource for leather tanning,10.3390/ma14195790,Residuos: Residuos sin cromo
Characterization of wet olive pomace waste as bio based resource for leather tanning,10.3390/ma14195790,Tipo de valorización: Valorización química
Preparation and characterization of composite sheets from solid leather waste with plant fibers: a waste utilization effort,10.1007/s10098-023-02642-9,Producto: Materiale
Preparation and characterization of composite sheets from solid leather waste with plant fibers: a waste utilization effort,10.1007/s10098-023-02642-9,Residuos: Residuos sólidos
Preparation and characterization of composite sheets from solid leather waste with plant fibers: a waste utilization effort,10.1007/s10098-023-02642-9,Tipo de valorización: Valorización química
Valorization of Pomegranate Peel Waste as Retanning Agent in Leather Industry and Investigation of Its Effect on Prevention of Cr(VI) Formation,10.34314/jalca.v118i2.6499,Producto: Materiale
Valorization of Pomegranate Peel Waste as Retanning Agent in Leather Industry and Investigation of Its Effect on Prevention of Cr(VI) Formation,10.34314/jalca.v118i2.6499,Producto: Biomoléculas
Valorization of Pomegranate Peel Waste as Retanning Agent in Leather Industry and Investigation of Its Effect on Prevention of Cr(VI) Formation,10.34314/jalca.v118i2.6499,Residuos: Residuos sin cromo
Valorization of Pomegranate Peel Waste as Retanning Agent in Leather Industry and Investigation of Its Effect on Prevention of Cr(VI) Formation,10.34314/jalca.v118i2.6499,Tipo de valorización: Valorización química
Application of an Integrated System of Thermal Pressure Hydrolysis/Membrane Techniques to Recover Chromium from Tannery Waste for Reuse in Hide Tanning Processes,10.3390/membranes13010018,Producto: Materiale
Application of an Integrated System of Thermal Pressure Hydrolysis/Membrane Techniques to Recover Chromium from Tannery Waste for Reuse in Hide Tanning Processes,10.3390/membranes13010018,Residuos: Residuos sólidos
Application of an Integrated System of Thermal Pressure Hydrolysis/Membrane Techniques to Recover Chromium from Tannery Waste for Reuse in Hide Tanning Processes,10.3390/membranes13010018,Residuos: Residuos con cromo
Application of an Integrated System of Thermal Pressure Hydrolysis/Membrane Techniques to Recover Chromium from Tannery Waste for Reuse in Hide Tanning Processes,10.3390/membranes13010018,Tipo de valorización: Valorización química
Preparation of Adsorption-degradation Collagen/ZnO Composites Based on Chrome-tanned Leather Shavings,10.7503/cjcu20230416,Producto: Materiale
Preparation of Adsorption-degradation Collagen/ZnO Composites Based on Chrome-tanned Leather Shavings,10.7503/cjcu20230416,Residuos: Residuos sólidos
Preparation of Adsorption-degradation Collagen/ZnO Composites Based on Chrome-tanned Leather Shavings,10.7503/cjcu20230416,Residuos: Residuos con cromo
Preparation of Adsorption-degradation Collagen/ZnO Composites Based on Chrome-tanned Leather Shavings,10.7503/cjcu20230416,Tipo de valorización: Valorización química
Preparation of Adsorption-degradation Collagen/ZnO Composites Based on Chrome-tanned Leather Shavings,10.7503/cjcu20230416,Tipo de valorización: Aplicaciones ambientales
From leather wastes to leather: enhancement of low quality leather using collagen recovered from leather tanned wastes,10.1007/s10098-023-02552-w,Producto: Materiale
From leather wastes to leather: enhancement of low quality leather using collagen recovered from leather tanned wastes,10.1007/s10098-023-02552-w,Producto: Biomoléculas
From leather wastes to leather: enhancement of low quality leather using collagen recovered from leather tanned wastes,10.1007/s10098-023-02552-w,Residuos: Residuos sólidos
From leather wastes to leather: enhancement of low quality leather using collagen recovered from leather tanned wastes,10.1007/s10098-023-02552-w,Residuos: Residuos con cromo
From leather wastes to leather: enhancement of low quality leather using collagen recovered from leather tanned wastes,10.1007/s10098-023-02552-w,Tipo de valorización: Valorización química
From leather wastes to leather: enhancement of low quality leather using collagen recovered from leather tanned wastes,10.1007/s10098-023-02552-w,Tipo de valorización: Valorización biológica
Mechanical Properties of Ternary Composite from Waste Leather Fibers and Waste Polyamide Fibers with Acrylonitrile-Butadiene Rubber,10.3390/polym15112453,Producto: Materiale
Mechanical Properties of Ternary Composite from Waste Leather Fibers and Waste Polyamide Fibers with Acrylonitrile-Butadiene Rubber,10.3390/polym15112453,Residuos: Residuos sólidos
Mechanical Properties of Ternary Composite from Waste Leather Fibers and Waste Polyamide Fibers with Acrylonitrile-Butadiene Rubber,10.3390/polym15112453,Tipo de valorización: Valorización química
Chromium containing leather trimmings valorization: Sustainable sound absorber from collagen hydrolysate intercalated electrospun nanofibers,10.1016/j.jhazmat.2020.124231,Producto: Materiale
Chromium containing leather trimmings valorization: Sustainable sound absorber from collagen hydrolysate intercalated electrospun nanofibers,10.1016/j.jhazmat.2020.124231,Residuos: Residuos sólidos
Chromium containing leather trimmings valorization: Sustainable sound absorber from collagen hydrolysate intercalated electrospun nanofibers,10.1016/j.jhazmat.2020.124231,Residuos: Residuos sin cromo
Chromium containing leather trimmings valorization: Sustainable sound absorber from collagen hydrolysate intercalated electrospun nanofibers,10.1016/j.jhazmat.2020.124231,Tipo de valorización: Valorización química
Enhancing the potential of Eisenia foetida and Eudrillus eugeniae species and their valorization in tannery leather industry sludge management via vermicomposting with bamboo biochar amendment,10.1016/j.cscee.2024.100986,Residuos: Residuos sólidos
Enhancing the potential of Eisenia foetida and Eudrillus eugeniae species and their valorization in tannery leather industry sludge management via vermicomposting with bamboo biochar amendment,10.1016/j.cscee.2024.100986,Residuos: Residuos con cromo
Enhancing the potential of Eisenia foetida and Eudrillus eugeniae species and their valorization in tannery leather industry sludge management via vermicomposting with bamboo biochar amendment,10.1016/j.cscee.2024.100986,Producto: Productos agrícolas
Enhancing the potential of Eisenia foetida and Eudrillus eugeniae species and their valorization in tannery leather industry sludge management via vermicomposting with bamboo biochar amendment,10.1016/j.cscee.2024.100986,Tipo de valorización: Valorización biológica
Green and effective route to convert chromium-free leather waste into protein retarding material for building gypsum,10.1016/j.conbuildmat.2023.134662,Producto: Materiale
Green and effective route to convert chromium-free leather waste into protein retarding material for building gypsum,10.1016/j.conbuildmat.2023.134662,Residuos: Residuos sólidos
Green and effective route to convert chromium-free leather waste into protein retarding material for building gypsum,10.1016/j.conbuildmat.2023.134662,Residuos: Residuos sin cromo
Green and effective route to convert chromium-free leather waste into protein retarding material for building gypsum,10.1016/j.conbuildmat.2023.134662,Tipo de valorización: Valorización química
Leather wastes into high-value chemicals: Keratin-based retanning agents via UV-initiated polymerization,10.1016/j.jclepro.2022.135492,Producto: Materiale
Leather wastes into high-value chemicals: Keratin-based retanning agents via UV-initiated polymerization,10.1016/j.jclepro.2022.135492,Producto: Biomoléculas
Leather wastes into high-value chemicals: Keratin-based retanning agents via UV-initiated polymerization,10.1016/j.jclepro.2022.135492,Residuos: Residuos sólidos
Leather wastes into high-value chemicals: Keratin-based retanning agents via UV-initiated polymerization,10.1016/j.jclepro.2022.135492,Residuos: Residuos sin cromo
Leather wastes into high-value chemicals: Keratin-based retanning agents via UV-initiated polymerization,10.1016/j.jclepro.2022.135492,Tipo de valorización: Valorización química
A multifunctional eco-friendly fertilizer used keratin-based superabsorbent as coatings for slow-release urea and remediation of contaminated soil,10.1016/j.porgcoat.2021.106158,Residuos: Residuos sólidos
A multifunctional eco-friendly fertilizer used keratin-based superabsorbent as coatings for slow-release urea and remediation of contaminated soil,10.1016/j.porgcoat.2021.106158,Residuos: Residuos sin cromo
A multifunctional eco-friendly fertilizer used keratin-based superabsorbent as coatings for slow-release urea and remediation of contaminated soil,10.1016/j.porgcoat.2021.106158,Producto: Productos agrícolas
A multifunctional eco-friendly fertilizer used keratin-based superabsorbent as coatings for slow-release urea and remediation of contaminated soil,10.1016/j.porgcoat.2021.106158,Tipo de valorización: Valorización química
Sustainable utilization of agro-industrial waste for the production of chromium tanning agent through redox synthesis for leather industry: a circular economy approach,10.1007/s13399-022-03305-3,Producto: Materiale
Sustainable utilization of agro-industrial waste for the production of chromium tanning agent through redox synthesis for leather industry: a circular economy approach,10.1007/s13399-022-03305-3,Residuos: Residuos sin cromo
Sustainable utilization of agro-industrial waste for the production of chromium tanning agent through redox synthesis for leather industry: a circular economy approach,10.1007/s13399-022-03305-3,Tipo de valorización: Valorización química
Fabrication of Graphene Oxide Reinforced Biocomposite: Recycling of Postconsumed Footwear Leather,10.1155/2023/3996687,Producto: Materiale
Fabrication of Graphene Oxide Reinforced Biocomposite: Recycling of Postconsumed Footwear Leather,10.1155/2023/3996687,Residuos: Residuos sólidos
Fabrication of Graphene Oxide Reinforced Biocomposite: Recycling of Postconsumed Footwear Leather,10.1155/2023/3996687,Tipo de valorización: Valorización química
An Effective and Harmless Recycling Technology for Hazardous Chrome-Tanned Leather Wastes: Re-utilization of dechromed collagen fibres as filler in leather making processing,,Producto: Materiale
An Effective and Harmless Recycling Technology for Hazardous Chrome-Tanned Leather Wastes: Re-utilization of dechromed collagen fibres as filler in leather making processing,,Producto: Biomoléculas
An Effective and Harmless Recycling Technology for Hazardous Chrome-Tanned Leather Wastes: Re-utilization of dechromed collagen fibres as filler in leather making processing,,Residuos: Residuos sólidos
An Effective and Harmless Recycling Technology for Hazardous Chrome-Tanned Leather Wastes: Re-utilization of dechromed collagen fibres as filler in leather making processing,,Residuos: Residuos con cromo
An Effective and Harmless Recycling Technology for Hazardous Chrome-Tanned Leather Wastes: Re-utilization of dechromed collagen fibres as filler in leather making processing,,Tipo de valorización: Valorización química
On the Applications as Catalytic Support of Biochars Obtained by Pyrolysis of Waste Biomasses,10.3303/CET24109062,Producto: Materiale
On the Applications as Catalytic Support of Biochars Obtained by Pyrolysis of Waste Biomasses,10.3303/CET24109062,Residuos: Residuos sólidos
On the Applications as Catalytic Support of Biochars Obtained by Pyrolysis of Waste Biomasses,10.3303/CET24109062,Tipo de valorización: Valorización térmica
Integrated Transcriptomic and Proteomic Analysis of the Stress Response Mechanisms of Micractinium from the Tibetan Plateau Under Leather Wastewater Exposure,10.3390/biology15020123,Producto: Biomoléculas
Integrated Transcriptomic and Proteomic Analysis of the Stress Response Mechanisms of Micractinium from the Tibetan Plateau Under Leather Wastewater Exposure,10.3390/biology15020123,Residuos: Residuos líquidos
Integrated Transcriptomic and Proteomic Analysis of the Stress Response Mechanisms of Micractinium from the Tibetan Plateau Under Leather Wastewater Exposure,10.3390/biology15020123,Tipo de valorización: Aplicaciones ambientales
Integrated Transcriptomic and Proteomic Analysis of the Stress Response Mechanisms of Micractinium from the Tibetan Plateau Under Leather Wastewater Exposure,10.3390/biology15020123,Tipo de valorización: Valorización biológica
"High-Performance Triple-Network Hydrogels Derived from Chrome Leather Scraps: Ultrahigh Compressive Strength, Adhesion, and Self-Recovery",10.1021/acs.biomac.4c01538,Producto: Materiale
"High-Performance Triple-Network Hydrogels Derived from Chrome Leather Scraps: Ultrahigh Compressive Strength, Adhesion, and Self-Recovery",10.1021/acs.biomac.4c01538,Residuos: Residuos sólidos
"High-Performance Triple-Network Hydrogels Derived from Chrome Leather Scraps: Ultrahigh Compressive Strength, Adhesion, and Self-Recovery",10.1021/acs.biomac.4c01538,Residuos: Residuos con cromo
"High-Performance Triple-Network Hydrogels Derived from Chrome Leather Scraps: Ultrahigh Compressive Strength, Adhesion, and Self-Recovery",10.1021/acs.biomac.4c01538,Tipo de valorización: Valorización química
Enhanced performance of pvdf composite ultrafiltration membrane via degradation of collagen-modified graphene oxide,10.3390/app112311513,Producto: Materiale
Enhanced performance of pvdf composite ultrafiltration membrane via degradation of collagen-modified graphene oxide,10.3390/app112311513,Residuos: Residuos sólidos
Enhanced performance of pvdf composite ultrafiltration membrane via degradation of collagen-modified graphene oxide,10.3390/app112311513,Residuos: Residuos con cromo
Enhanced performance of pvdf composite ultrafiltration membrane via degradation of collagen-modified graphene oxide,10.3390/app112311513,Tipo de valorización: Valorización química
Enhanced performance of pvdf composite ultrafiltration membrane via degradation of collagen-modified graphene oxide,10.3390/app112311513,Tipo de valorización: Aplicaciones ambientales
Plant proteases from Carica papaya and Vasconcellea quercifolia with potential application for a cleaner processing in tanneries,10.1080/10242422.2020.1751131,Producto: Biomoléculas
Plant proteases from Carica papaya and Vasconcellea quercifolia with potential application for a cleaner processing in tanneries,10.1080/10242422.2020.1751131,Residuos: Residuos sólidos
Plant proteases from Carica papaya and Vasconcellea quercifolia with potential application for a cleaner processing in tanneries,10.1080/10242422.2020.1751131,Tipo de valorización: Valorización biológica
Utilization of Chrome Containing Leather Waste in Development of Aluminium Based Green Composite Material,10.1007/s40684-019-00179-1,Producto: Materiale
Utilization of Chrome Containing Leather Waste in Development of Aluminium Based Green Composite Material,10.1007/s40684-019-00179-1,Residuos: Residuos sólidos
Utilization of Chrome Containing Leather Waste in Development of Aluminium Based Green Composite Material,10.1007/s40684-019-00179-1,Residuos: Residuos con cromo
Utilization of Chrome Containing Leather Waste in Development of Aluminium Based Green Composite Material,10.1007/s40684-019-00179-1,Tipo de valorización: Valorización química
Extraction of collagen powder from chrome containing leather waste and its composites with alumina employing different casting techniques,10.1016/j.matchemphys.2020.123274,Producto: Materiale
Extraction of collagen powder from chrome containing leather waste and its composites with alumina employing different casting techniques,10.1016/j.matchemphys.2020.123274,Residuos: Residuos sólidos
Extraction of collagen powder from chrome containing leather waste and its composites with alumina employing different casting techniques,10.1016/j.matchemphys.2020.123274,Residuos: Residuos con cromo
Extraction of collagen powder from chrome containing leather waste and its composites with alumina employing different casting techniques,10.1016/j.matchemphys.2020.123274,Tipo de valorización: Valorización química
"Fabrication, characterization, and application of light weight thermal insulation material from combined buffing dust and plaster of paris for construction industry",10.1016/j.jenvman.2023.119129,Producto: Materiale
"Fabrication, characterization, and application of light weight thermal insulation material from combined buffing dust and plaster of paris for construction industry",10.1016/j.jenvman.2023.119129,Residuos: Residuos sólidos
"Fabrication, characterization, and application of light weight thermal insulation material from combined buffing dust and plaster of paris for construction industry",10.1016/j.jenvman.2023.119129,Tipo de valorización: Valorización química
Preparation and Characterization of Decellularized ECM Hydrogel from Adipose Tissues of Hide/Skin: Unlocking Untapped Resource Potential,,Producto: Materiale
Preparation and Characterization of Decellularized ECM Hydrogel from Adipose Tissues of Hide/Skin: Unlocking Untapped Resource Potential,,Producto: Biomoléculas
Preparation and Characterization of Decellularized ECM Hydrogel from Adipose Tissues of Hide/Skin: Unlocking Untapped Resource Potential,,Residuos: Residuos sólidos
Preparation and Characterization of Decellularized ECM Hydrogel from Adipose Tissues of Hide/Skin: Unlocking Untapped Resource Potential,,Residuos: Residuos sin cromo
Preparation and Characterization of Decellularized ECM Hydrogel from Adipose Tissues of Hide/Skin: Unlocking Untapped Resource Potential,,Tipo de valorización: Valorización química
Preparation and Characterization of Decellularized ECM Hydrogel from Adipose Tissues of Hide/Skin: Unlocking Untapped Resource Potential,,Tipo de valorización: Valorización biológica
Preparation and characterization of eco-friendly polymer composites from leather wastes,10.1016/j.sajce.2025.09.009,Producto: Materiale
Preparation and characterization of eco-friendly polymer composites from leather wastes,10.1016/j.sajce.2025.09.009,Residuos: Residuos sólidos
Preparation and characterization of eco-friendly polymer composites from leather wastes,10.1016/j.sajce.2025.09.009,Tipo de valorización: Valorización química
Microbial fuel cell: A green eco-friendly agent for tannery wastewater treatment and simultaneous bioelectricity/power generation,10.1016/j.chemosphere.2022.137072,Producto: Energía
Microbial fuel cell: A green eco-friendly agent for tannery wastewater treatment and simultaneous bioelectricity/power generation,10.1016/j.chemosphere.2022.137072,Residuos: Residuos con cromo
Microbial fuel cell: A green eco-friendly agent for tannery wastewater treatment and simultaneous bioelectricity/power generation,10.1016/j.chemosphere.2022.137072,Residuos: Residuos líquidos
Microbial fuel cell: A green eco-friendly agent for tannery wastewater treatment and simultaneous bioelectricity/power generation,10.1016/j.chemosphere.2022.137072,Tipo de valorización: Aplicaciones ambientales
Microbial fuel cell: A green eco-friendly agent for tannery wastewater treatment and simultaneous bioelectricity/power generation,10.1016/j.chemosphere.2022.137072,Tipo de valorización: Valorización biológica
Stabilization of liming sludge in brick production: A way to reduce pollution in tannery,10.1016/j.conbuildmat.2021.125702,Producto: Materiale
Stabilization of liming sludge in brick production: A way to reduce pollution in tannery,10.1016/j.conbuildmat.2021.125702,Residuos: Residuos sólidos
Stabilization of liming sludge in brick production: A way to reduce pollution in tannery,10.1016/j.conbuildmat.2021.125702,Residuos: Residuos con cromo
Stabilization of liming sludge in brick production: A way to reduce pollution in tannery,10.1016/j.conbuildmat.2021.125702,Tipo de valorización: Valorización química
Stabilization of liming sludge in brick production: A way to reduce pollution in tannery,10.1016/j.conbuildmat.2021.125702,Tipo de valorización: Valorización térmica
Eco-Friendly Valorization and Utilization of Plant Waste as a Source of Tannin for Leather Tanning,10.3390/su15053884,Producto: Materiale
Eco-Friendly Valorization and Utilization of Plant Waste as a Source of Tannin for Leather Tanning,10.3390/su15053884,Producto: Biomoléculas
Eco-Friendly Valorization and Utilization of Plant Waste as a Source of Tannin for Leather Tanning,10.3390/su15053884,Residuos: Residuos sin cromo
Eco-Friendly Valorization and Utilization of Plant Waste as a Source of Tannin for Leather Tanning,10.3390/su15053884,Tipo de valorización: Valorización química
Utilization of fleshing waste of leather processing for the growth of zygomycetes: A new substrate for economical production of bio-polymer chitosan,10.1016/j.jenvman.2023.118141,Producto: Biomoléculas
Utilization of fleshing waste of leather processing for the growth of zygomycetes: A new substrate for economical production of bio-polymer chitosan,10.1016/j.jenvman.2023.118141,Residuos: Residuos sólidos
Utilization of fleshing waste of leather processing for the growth of zygomycetes: A new substrate for economical production of bio-polymer chitosan,10.1016/j.jenvman.2023.118141,Residuos: Residuos sin cromo
Utilization of fleshing waste of leather processing for the growth of zygomycetes: A new substrate for economical production of bio-polymer chitosan,10.1016/j.jenvman.2023.118141,Tipo de valorización: Valorización biológica
Energetic Valorization of Leather Solid Waste Through Thermochemical and Biochemical Methods,10.3390/en18246493,Producto: Energía
Energetic Valorization of Leather Solid Waste Through Thermochemical and Biochemical Methods,10.3390/en18246493,Residuos: Residuos sólidos
Energetic Valorization of Leather Solid Waste Through Thermochemical and Biochemical Methods,10.3390/en18246493,Residuos: Residuos con cromo
Energetic Valorization of Leather Solid Waste Through Thermochemical and Biochemical Methods,10.3390/en18246493,Residuos: Residuos sin cromo
Energetic Valorization of Leather Solid Waste Through Thermochemical and Biochemical Methods,10.3390/en18246493,Tipo de valorización: Valorización térmica
Energetic Valorization of Leather Solid Waste Through Thermochemical and Biochemical Methods,10.3390/en18246493,Tipo de valorización: Valorización biológica
"Enhanced co-pyrolysis of textile and leather waste with Ca/Fe-enriched sludge ash: Catalytic effect on thermal behavior, volatile composition, and biochar formation",10.1016/j.fuel.2024.132272,Producto: Energía
